interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,sex,census_region,hispan,race,household_income,education,state,congress_district,age,age_group,vote_trump
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,South,mexican,white,"$50,000 to $54,999",graduate,FL,FL15,56,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Part-time employed,The United States,female,Northeast,not hispanic,white,"$85,000 to $89,999",bachelor,PA,PA08,54,50 ~ 60,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,Another country,male,Northeast,not hispanic,black,"$125,000 to $149,999",bachelor,NY,NY14,52,50 ~ 60,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,black,"Less than $14,999",at most high school,NJ,NJ09,39,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$200,000 to $249,999",graduate,VA,VA02,40,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$55,000 to $59,999",at most high school,TX,TX24,44,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Student,The United States,female,South,not hispanic,black,"Less than $14,999",bachelor,LA,LA04,31,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Self-employed,The United States,female,Northeast,not hispanic,american indian or alaska native,"$75,000 to $79,999",bachelor,NY,NY24,47,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,Another country,female,Northeast,other,asian or pacific,"$45,000 to $49,999",at most high school,NH,NH01,40,40 ~ 50,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,West,not hispanic,white,"$80,000 to $84,999",bachelor,AZ,AZ02,35,30 ~ 40,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$200,000 to $249,999",graduate,VA,VA10,40,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,South,not hispanic,black,"$35,000 to $39,999",tertiary (not bachelor),TX,GA06,53,50 ~ 60,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,South,not hispanic,black,"$50,000 to $54,999",graduate,VA,VA04,69,60 ~ 70,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,The United States,female,Midwest,not hispanic,white,"$55,000 to $59,999",tertiary (not bachelor),IL,IL03,58,50 ~ 60,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$200,000 to $249,999",graduate,CA,CA40,42,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Student,The United States,female,South,not hispanic,black,"$50,000 to $54,999",tertiary (not bachelor),FL,FL03,25,20 ~ 30,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,The United States,female,West,mexican,white,"$20,000 to $24,999",bachelor,CA,CA50,26,20 ~ 30,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Part-time employed,The United States,female,West,not hispanic,white,"Less than $14,999",bachelor,ID,ID02,22,20 ~ 30,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,Another country,male,West,other,white,"$125,000 to $149,999",graduate,CA,,34,30 ~ 40,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,female,South,mexican,white,"$30,000 to $34,999",graduate,SC,SC02,25,20 ~ 30,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"$40,000 to $44,999",tertiary (not bachelor),FL,FL07,49,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$40,000 to $44,999",graduate,VA,VA05,26,20 ~ 30,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Unemployed or temporarily on layoff,The United States,female,West,other,white,"$30,000 to $34,999",tertiary (not bachelor),CA,CA02,41,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,Another country,male,West,not hispanic,asian or pacific,"$95,000 to $99,999",graduate,CA,CA45,39,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$175,000 to $199,999",graduate,MA,MA01,47,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,female,Midwest,mexican,white,"$150,000 to $174,999",bachelor,IL,IL09,41,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,South,not hispanic,black,"$30,000 to $34,999",bachelor,NC,NC13,44,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,The United States,male,West,not hispanic,white,"$40,000 to $44,999",tertiary (not bachelor),AZ,AZ08,73,>= 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$125,000 to $149,999",graduate,CA,CA44,38,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$20,000 to $24,999",at most high school,SC,SC03,62,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,female,Northeast,not hispanic,white,"$150,000 to $174,999",graduate,NJ,NJ12,70,>= 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$50,000 to $54,999",bachelor,AL,AL06,46,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,female,West,not hispanic,black,"Less than $14,999",at most high school,NV,NV03,24,20 ~ 30,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Other:,The United States,male,South,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),FL,FL13,24,20 ~ 30,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,South,not hispanic,black,"$70,000 to $74,999",graduate,TX,TX18,54,50 ~ 60,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,South,mexican,other,"$55,000 to $59,999",bachelor,FL,FL20,42,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$125,000 to $149,999",graduate,TX,TX24,46,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Midwest,not hispanic,white,"$80,000 to $84,999",tertiary (not bachelor),NE,NE02,32,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$125,000 to $149,999",bachelor,GA,GA05,40,40 ~ 50,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,white,"$25,000 to $29,999",bachelor,FL,FL12,29,20 ~ 30,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$20,000 to $24,999",at most high school,NC,NC06,30,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,Northeast,not hispanic,white,"$80,000 to $84,999",bachelor,PA,PA17,74,>= 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,female,Northeast,not hispanic,asian or pacific,"$90,000 to $94,999",at most high school,NY,NY18,37,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,male,South,not hispanic,white,"$25,000 to $29,999",graduate,TX,TX14,25,20 ~ 30,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"$20,000 to $24,999",bachelor,OK,OK01,33,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,black,"$35,000 to $39,999",bachelor,GA,GA13,70,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,South,not hispanic,black,"Less than $14,999",at most high school,DC,DC00,30,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,female,South,not hispanic,white,"$25,000 to $29,999",bachelor,FL,FL04,23,20 ~ 30,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,Unemployed or temporarily on layoff,The United States,male,South,mexican,white,"Less than $14,999",bachelor,TX,TX15,41,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,Midwest,other,white,"$40,000 to $44,999",tertiary (not bachelor),IN,IN03,49,40 ~ 50,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,South,not hispanic,black,"$25,000 to $29,999",bachelor,FL,FL10,31,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$95,000 to $99,999",tertiary (not bachelor),TN,TN05,65,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Part-time employed,The United States,male,West,not hispanic,white,"$15,000 to $19,999",bachelor,CA,CA14,25,20 ~ 30,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,female,South,other,white,"$60,000 to $64,999",graduate,GA,GA04,63,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,female,Midwest,not hispanic,black,"$30,000 to $34,999",tertiary (not bachelor),KS,KS02,70,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Full-time employed,The United States,male,West,mexican,other,"$70,000 to $74,999",bachelor,CA,CA49,38,30 ~ 40,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,Another country,female,South,cuban,white,"$30,000 to $34,999",at most high school,FL,FL26,25,20 ~ 30,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,Another country,female,West,not hispanic,asian or pacific,"$20,000 to $24,999",bachelor,CA,CA09,47,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Unemployed or temporarily on layoff,The United States,male,Midwest,not hispanic,white,"$100,000 to $124,999",bachelor,OH,OH15,31,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,West,not hispanic,white,"$50,000 to $54,999",at most high school,WA,OR03,25,20 ~ 30,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$25,000 to $29,999",tertiary (not bachelor),NC,NC05,62,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NY,,42,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$70,000 to $74,999",at most high school,ME,ME02,55,50 ~ 60,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Permanently disabled,The United States,male,Northeast,not hispanic,white,"$15,000 to $19,999",bachelor,VT,VT00,60,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,South,mexican,white,"$45,000 to $49,999",bachelor,FL,FL06,32,30 ~ 40,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Moderate,Unemployed or temporarily on layoff,The United States,female,South,mexican,white,"$75,000 to $79,999",tertiary (not bachelor),TX,TX36,31,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,West,not hispanic,white,"$65,000 to $69,999",tertiary (not bachelor),NV,NV03,69,60 ~ 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,West,not hispanic,white,"$75,000 to $79,999",graduate,CA,CA19,30,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,female,West,other,white,"$100,000 to $124,999",tertiary (not bachelor),CA,CA29,21,20 ~ 30,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,South,not hispanic,white,"$80,000 to $84,999",at most high school,DE,DE00,63,60 ~ 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,black,"$50,000 to $54,999",at most high school,IL,IL01,25,20 ~ 30,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,white,"$40,000 to $44,999",bachelor,NY,NY06,38,30 ~ 40,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$75,000 to $79,999",bachelor,VA,VA09,34,30 ~ 40,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Full-time employed,The United States,female,Midwest,not hispanic,other,"$55,000 to $59,999",bachelor,MI,MI05,26,20 ~ 30,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"Less than $14,999",at most high school,LA,LA04,50,50 ~ 60,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$150,000 to $174,999",bachelor,TX,TX03,45,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Self-employed,Another country,female,Northeast,not hispanic,other,"$100,000 to $124,999",tertiary (not bachelor),NY,NY19,64,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,South,not hispanic,black,"$15,000 to $19,999",bachelor,MS,MS02,35,30 ~ 40,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,Another country,female,West,mexican,other,"$75,000 to $79,999",bachelor,CA,CA40,35,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",bachelor,CT,CT01,61,60 ~ 70,0
